timestamp,username,course,week,mode,motivation_state,persistence_level,affective_score,performance_score,session_completion_rate,consecutive_correct,consecutive_incorrect,time_on_task,help_seeking_frequency,cognitive_load,zpd_score,motivation_score,fatigue_level
2025-08-08T16:01:01.331916,Teri2,CMP511,1,AppMode.QUIZ,cold_start,PersistenceLevel.MAINTAINS_PERSISTENCE,0.0,0.5,0.0,0,0,0.0007677333333333333,0.0,3.0599999999999996,0.5,0.0,0.02
2025-08-08T18:31:06.922752,Teri2,CMP511,1,AppMode.QUIZ,cold_start,PersistenceLevel.MAINTAINS_PERSISTENCE,0.0,0.5,0.0,0,0,0.0004526833333333334,0.0,3.28,0.5,0.0,0.02
2025-08-08T18:31:24.034552,Teri2,CMP511,1,AppMode.QUIZ,cold_start,PersistenceLevel.MAINTAINS_PERSISTENCE,-0.12,0.5,0.0,0,0,0.28572691666666666,0.0,3.378181818181818,0.5,0.0,0.02
2025-08-08T18:33:50.512222,Teri2,CMP511,1,AppMode.QUIZ,cold_start,PersistenceLevel.MAINTAINS_PERSISTENCE,-0.016,0.5,0.0,0,0,0.0007491166666666667,0.0,3.28,0.5,0.0,0.02
2025-08-08T18:34:18.938704,Teri2,CMP511,1,AppMode.QUIZ,motivation_plateau,PersistenceLevel.MAINTAINS_PERSISTENCE,-0.013600000000000001,0.5,0.0,0,0,0.4745445333333333,0.0,3.378181818181818,0.5,0.0,0.02
2025-08-08T18:34:49.687472,Teri2,CMP511,1,AppMode.TUTOR,motivation_plateau,PersistenceLevel.MAINTAINS_PERSISTENCE,-0.011968000000000001,0.5,0.0,0,0,0.00042911666666666664,0.0,3.28,0.5,0.0,0.02
2025-08-08T18:48:58.238177,Teri2,CMP511,1,AppMode.QUIZ,motivation_plateau,PersistenceLevel.MAINTAINS_PERSISTENCE,-0.012925440000000003,0.5,0.0,0,0,0.0007397500000000001,0.0,3.28,0.5,0.0,0.02
2025-08-08T18:50:31.948917,Teri2,CMP511,1,AppMode.QUIZ,motivation_plateau,PersistenceLevel.MAINTAINS_PERSISTENCE,-0.013959475200000002,0.5,0.0,0,0,1.56262165,0.0,3.378181818181818,0.5,0.0,0.02
2025-08-08T18:50:59.969369,Teri2,CMP511,1,AppMode.TUTOR,motivation_plateau,PersistenceLevel.MAINTAINS_PERSISTENCE,-0.0054762332160000005,0.5,0.0,0,0,0.0004203,0.0,3.28,0.5,0.0,0.02
2025-08-08T18:51:43.316113,Teri2,CMP511,1,AppMode.TUTOR,motivation_plateau,PersistenceLevel.MAINTAINS_PERSISTENCE,0.14286566812672,0.5,0.0,0,0,0.7188493833333334,0.0,4.279999999999999,0.5,0.0,0.02
2025-08-08T19:11:09.625813,Teri2,CMP511,1,AppMode.TUTOR,motivation_plateau,PersistenceLevel.MAINTAINS_PERSISTENCE,0.007882921576857601,0.5,0.0,0,0,0.0007698833333333333,0.0,3.28,0.5,0.0,0.02
2025-08-08T19:11:21.290906,Teri2,CMP511,1,AppMode.TUTOR,motivation_plateau,PersistenceLevel.MAINTAINS_PERSISTENCE,0.009470995303006208,0.5,0.0,0,0,0.19047731666666667,0.0,3.28,0.5,0.0,0.02
2025-08-08T19:14:16.827742,Teri2,CMP511,1,AppMode.TUTOR,motivation_plateau,PersistenceLevel.MAINTAINS_PERSISTENCE,0.011262710127246705,0.5,0.0,0,0,0.0004636333333333333,0.0,3.28,0.5,0.0,0.02
2025-08-08T19:14:39.369287,Teri2,CMP511,1,AppMode.TUTOR,motivation_plateau,PersistenceLevel.MAINTAINS_PERSISTENCE,0.013280484953426442,0.5,0.0,0,0,0.3721635,0.0,3.28,0.5,0.0,0.02
2025-08-08T19:15:21.573633,Teri2,CMP511,1,AppMode.QUIZ,motivation_plateau,PersistenceLevel.MAINTAINS_PERSISTENCE,0.014781022406980555,0.5,0.0,0,0,0.0004756166666666667,0.0,3.28,0.5,0.0,0.02
2025-08-08T19:15:49.189698,Teri2,CMP511,1,AppMode.QUIZ,motivation_plateau,PersistenceLevel.MAINTAINS_PERSISTENCE,0.004534250749401401,0.5,0.0,0,0,0.4608642333333333,0.0,3.378181818181818,0.5,0.0,0.02
2025-08-08T19:16:16.565229,Teri2,CMP511,1,AppMode.QUIZ,motivation_plateau,PersistenceLevel.MAINTAINS_PERSISTENCE,0.004266357083204906,0.5,0.0,0,1,0.9171311666666667,0.0,3.396363636363636,0.5,0.0,0.02
2025-08-08T19:17:36.211422,Teri2,CMP511,1,AppMode.QUIZ,motivation_plateau,PersistenceLevel.MAINTAINS_PERSISTENCE,0.003849986025620801,0.5,0.0,0,2,2.24456125,0.0,3.414545454545454,0.5,0.0,0.02
2025-08-08T19:18:03.577298,Teri2,CMP511,1,AppMode.QUIZ,motivation_plateau,PersistenceLevel.MAINTAINS_PERSISTENCE,0.0032569680974907284,0.5,0.0,0,3,2.7006666166666666,0.0,3.4327272727272726,0.5,0.0,0.02
2025-08-08T19:18:04.073122,Teri2,CMP511,1,AppMode.QUIZ,motivation_plateau,PersistenceLevel.MAINTAINS_PERSISTENCE,0.002455086749015872,0.5,0.0,0,3,2.7089350999999997,0.0,3.4327272727272726,0.5,0.0,0.02
