timestamp,username,course,mode,motivation_state,persistence_level,affective_score,performance_score,session_completion_rate,consecutive_correct,consecutive_incorrect,time_on_task,help_seeking_frequency,cognitive_load,zpd_score,motivation_score,fatigue_level,session_context
2025-08-29T12:37:36.105124,User1,PSY555,unknown,cold_start,maintains_persistence,0.0,0.5,0.0,0,0,0.0007487166666666666,0.0,3.28,0.5,0.0,0.0,"{""question_number"": 0, ""interaction_count"": 0, ""current_accuracy"": 0}"
2025-08-29T12:37:48.874651,User1,PSY555,unknown,cold_start,maintains_persistence,0.0,0.5,0.0,0,0,0.21359028333333333,0.0,3.1781818181818178,0.5,0.0,0.0,"{""question_number"": 1, ""interaction_count"": 1, ""current_accuracy"": 0}"
2025-08-29T12:38:12.408749,User1,PSY555,unknown,cold_start,maintains_persistence,0.21,0.5,0.0,1,0,0.6058087166666667,0.0,3.096363636363636,0.5,0.0,0.0,"{""question_number"": 2, ""interaction_count"": 2, ""current_accuracy"": 1}"
2025-08-29T12:39:04.182607,User1,PSY555,unknown,cold_start,maintains_persistence,0.027999999999999997,0.5,0.0,0,1,1.4687206666666666,0.0,3.414545454545454,0.5,0.0,0.0,"{""question_number"": 3, ""interaction_count"": 3, ""current_accuracy"": 1}"
2025-08-29T12:39:51.224192,User1,PSY555,unknown,motivation_plateau,maintains_persistence,0.2238,0.5,0.0,0,2,2.2527479833333337,0.0,3.2327272727272724,0.5,0.0,0.0,"{""question_number"": 4, ""interaction_count"": 4, ""current_accuracy"": 1}"
2025-08-29T12:40:31.897371,User1,PSY555,unknown,motivation_plateau,maintains_persistence,0.036944,0.5,0.0,1,0,2.930633466666667,0.0,3.650909090909091,0.5,0.0,0.0,"{""question_number"": 5, ""interaction_count"": 5, ""current_accuracy"": 2}"
2025-08-29T12:41:28.303777,User1,PSY555,unknown,motivation_plateau,maintains_persistence,0.24989951999999999,0.5,0.0,0,1,3.87061425,0.0,3.269090909090909,0.5,0.0,0.0,"{""question_number"": 6, ""interaction_count"": 6, ""current_accuracy"": 2}"
2025-08-29T12:41:49.364338,User1,PSY555,unknown,motivation_plateau,maintains_persistence,-0.18010851840000006,0.5,0.0,1,0,4.2217476,0.0,3.187272727272727,0.5,0.0,0.0,"{""question_number"": 7, ""interaction_count"": 7, ""current_accuracy"": 3}"
2025-08-29T12:42:11.691755,User1,PSY555,unknown,motivation_plateau,maintains_persistence,0.028682800127999987,0.5,0.0,0,1,4.593868033333334,0.0,3.5054545454545454,0.5,0.0,0.0,"{""question_number"": 8, ""interaction_count"": 8, ""current_accuracy"": 3}"
2025-08-29T12:42:38.002828,User1,PSY555,unknown,motivation_plateau,maintains_persistence,0.028737424138239986,0.5,0.0,0,2,5.032390983333333,0.0,3.3236363636363633,0.5,0.0,0.0,"{""question_number"": 9, ""interaction_count"": 9, ""current_accuracy"": 3}"
2025-08-29T12:43:32.656171,User1,PSY555,unknown,maintained_high,enhanced_persistence,0.013132418069299191,0.5,0.0,1,0,5.943275,0.0,3.7418181818181817,0.5,0.0,0.0,"{""question_number"": 10, ""interaction_count"": 10, ""current_accuracy"": 4}"
